"id","question","sparql","answer_uri","answer_label","frame"
"2738","Quale persona era il figlio di Ryūnosuke Akutagawa?","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
"2739","Quale persona è il figlio di Ryūnosuke Akutagawa?","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
"2740","il figlio di Ryūnosuke Akutagawa","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
"2741","Chi era la figlia di Sergej Timofeevič Aksakov?","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2742","Chi è la figlia di Sergej Timofeevič Aksakov?","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2743","Quale persona era la figlia di Sergej Timofeevič Aksakov?","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2744","Quale persona è la figlia di Sergej Timofeevič Aksakov?","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2745","la figlia di Sergej Timofeevič Aksakov","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2746","Chi era il figlio di Sergej Timofeevič Aksakov?","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2747","Chi è il figlio di Sergej Timofeevič Aksakov?","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2748","Quale persona era il figlio di Sergej Timofeevič Aksakov?","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2749","Quale persona è il figlio di Sergej Timofeevič Aksakov?","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2750","il figlio di Sergej Timofeevič Aksakov","select  ?o    {    <http://dbpedia.org/resource/Sergey_Aksakov> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Konstantin_Aksakov","Konstantin Sergeevič Aksakov","NPP"
"2751","Chi era la figlia di Shakhbut bin Dhiyab Al Nahyan?","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2752","Chi è la figlia di Shakhbut bin Dhiyab Al Nahyan?","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2753","Quale persona era la figlia di Shakhbut bin Dhiyab Al Nahyan?","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2754","Quale persona è la figlia di Shakhbut bin Dhiyab Al Nahyan?","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2755","la figlia di Shakhbut bin Dhiyab Al Nahyan","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2756","Chi era il figlio di Shakhbut bin Dhiyab Al Nahyan?","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2757","Chi è il figlio di Shakhbut bin Dhiyab Al Nahyan?","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2758","Quale persona era il figlio di Shakhbut bin Dhiyab Al Nahyan?","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2759","Quale persona è il figlio di Shakhbut bin Dhiyab Al Nahyan?","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2760","il figlio di Shakhbut bin Dhiyab Al Nahyan","select  ?o    {    <http://dbpedia.org/resource/Shakhbut_bin_Dhiyab_Al_Nahyan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tahnun_bin_Shakhbut_Al_Nahyan","Tahnun bin Shakhbut Al Nahyan","NPP"
"2761","Chi era la figlia di Susanna di Baviera?","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2762","Chi è la figlia di Susanna di Baviera?","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2763","Quale persona era la figlia di Susanna di Baviera?","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2764","Quale persona è la figlia di Susanna di Baviera?","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2765","la figlia di Susanna di Baviera","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2766","Chi era il figlio di Susanna di Baviera?","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2767","Chi è il figlio di Susanna di Baviera?","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2768","Quale persona era il figlio di Susanna di Baviera?","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2769","Quale persona è il figlio di Susanna di Baviera?","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2770","il figlio di Susanna di Baviera","select  ?o    {    <http://dbpedia.org/resource/Susanna_of_Bavaria> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Marie_of_Brandenburg-Kulmbach","Maria di Brandeburgo-Kulmbach","NPP"
"2771","Chi era la figlia di Tanutamani?","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2772","Chi è la figlia di Tanutamani?","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2773","Quale persona era la figlia di Tanutamani?","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2774","Quale persona è la figlia di Tanutamani?","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2775","la figlia di Tanutamani","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2776","Chi era il figlio di Tanutamani?","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2777","Chi è il figlio di Tanutamani?","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2778","Quale persona era il figlio di Tanutamani?","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2779","Quale persona è il figlio di Tanutamani?","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2780","il figlio di Tanutamani","select  ?o    {    <http://dbpedia.org/resource/Tantamani> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Atlanersa","Atlanersa","NPP"
"2781","Chi era la figlia di Thomas Howard I conte di Suffolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2782","Chi è la figlia di Thomas Howard I conte di Suffolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2783","Quale persona era la figlia di Thomas Howard I conte di Suffolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2784","Quale persona è la figlia di Thomas Howard I conte di Suffolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2785","la figlia di Thomas Howard I conte di Suffolk","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2786","Chi era il figlio di Thomas Howard I conte di Suffolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2787","Chi è il figlio di Thomas Howard I conte di Suffolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2788","Quale persona era il figlio di Thomas Howard I conte di Suffolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2789","Quale persona è il figlio di Thomas Howard I conte di Suffolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2790","il figlio di Thomas Howard I conte di Suffolk","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_1st_Earl_of_Suffolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard,_1st_Baron_Howard_of_Escrick","Edward Howard, I barone Howard di Escrick","NPP"
"2791","Chi era la figlia di Thomas Howard II duca di Norfolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2792","Chi è la figlia di Thomas Howard II duca di Norfolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2793","Quale persona era la figlia di Thomas Howard II duca di Norfolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2794","Quale persona è la figlia di Thomas Howard II duca di Norfolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2795","la figlia di Thomas Howard II duca di Norfolk","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2796","Chi era il figlio di Thomas Howard II duca di Norfolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2797","Chi è il figlio di Thomas Howard II duca di Norfolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2798","Quale persona era il figlio di Thomas Howard II duca di Norfolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2799","Quale persona è il figlio di Thomas Howard II duca di Norfolk?","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2800","il figlio di Thomas Howard II duca di Norfolk","select  ?o    {    <http://dbpedia.org/resource/Thomas_Howard,_2nd_Duke_of_Norfolk> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Edward_Howard_(admiral)","Edward Howard","NPP"
"2801","Chi era la figlia di Irene moglie di Costantino V?","select  ?o    {    <http://dbpedia.org/resource/Tzitzak> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Leo_IV_the_Khazar","Leone IV il Cazaro","NPP"
"2802","Chi è la figlia di Irene moglie di Costantino V?","select  ?o    {    <http://dbpedia.org/resource/Tzitzak> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Leo_IV_the_Khazar","Leone IV il Cazaro","NPP"
"2803","Quale persona era la figlia di Irene moglie di Costantino V?","select  ?o    {    <http://dbpedia.org/resource/Tzitzak> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Leo_IV_the_Khazar","Leone IV il Cazaro","NPP"
"2804","Quale persona è la figlia di Irene moglie di Costantino V?","select  ?o    {    <http://dbpedia.org/resource/Tzitzak> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Leo_IV_the_Khazar","Leone IV il Cazaro","NPP"
"2805","la figlia di Irene (moglie di Costantino V)","select  ?o    {    <http://dbpedia.org/resource/Tzitzak> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Leo_IV_the_Khazar","Leone IV il Cazaro","NPP"
"2806","Chi era il figlio di Irene moglie di Costantino V?","select  ?o    {    <http://dbpedia.org/resource/Tzitzak> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Leo_IV_the_Khazar","Leone IV il Cazaro","NPP"
"2807","Chi è il figlio di Irene moglie di Costantino V?","select  ?o    {    <http://dbpedia.org/resource/Tzitzak> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Leo_IV_the_Khazar","Leone IV il Cazaro","NPP"
"2808","Quale persona era il figlio di Irene moglie di Costantino V?","select  ?o    {    <http://dbpedia.org/resource/Tzitzak> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Leo_IV_the_Khazar","Leone IV il Cazaro","NPP"
