id,question,sparql,answer,answer,frame
195983,il compositore di Seminole (film),select  ?o    {    <http://dbpedia.org/resource/Seminole_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195984,il compositore di Alpha and Omega,select  ?o    {    <http://dbpedia.org/resource/Alpha_and_Omega_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195985,il compositore di Il diario di un condannato,select  ?o    {    <http://dbpedia.org/resource/The_Lawless_Breed> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195986,il compositore di Il grugnito dell'aquila,select  ?o    {    <http://dbpedia.org/resource/First_Family_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195987,il compositore di Il maggiore Brady,select  ?o    {    <http://dbpedia.org/resource/War_Arrow> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195988,il compositore di La signorina curiosa,select  ?o    {    <http://dbpedia.org/resource/Ladies_Should_Listen> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195989,il compositore di L'acchiappadenti,select  ?o    {    <http://dbpedia.org/resource/Tooth_Fairy_(2010_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195990,il compositore di Gli avvoltoi del mare,select  ?o    {    <http://dbpedia.org/resource/The_Sea_Vultures> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195991,il compositore di City Island,select  ?o    {    <http://dbpedia.org/resource/City_Island_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195992,il compositore di Il bacio della morte (film 1916),select  ?o    {    <http://dbpedia.org/resource/Kiss_of_Death_(1916_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195993,il compositore di Appartamento al Plaza,select  ?o    {    <http://dbpedia.org/resource/Plaza_Suite_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195994,il compositore di Appunti per un'Orestiade africana,select  ?o    {    <http://dbpedia.org/resource/Notes_Towards_an_African_Orestes> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195995,il compositore di Pony Express (film),select  ?o    {    <http://dbpedia.org/resource/Pony_Express_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195996,il compositore di Un perfetto gentiluomo,select  ?o    {    <http://dbpedia.org/resource/The_Extra_Man_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195997,il compositore di Non lasciarmi (film),select  ?o    {    <http://dbpedia.org/resource/Never_Let_Me_Go_(2010_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195998,il compositore di Tron: Legacy,select  ?o    {    <http://dbpedia.org/resource/Tron:_Legacy> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195999,il compositore di La saga dei comanches,select  ?o    {    <http://dbpedia.org/resource/Comanche_(1956_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196000,il compositore di Spogliarello per una vedova,select  ?o    {    <http://dbpedia.org/resource/Promise_Her_Anything> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196001,il compositore di Le ali della notte,select  ?o    {    <http://dbpedia.org/resource/Nightwing_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196002,il compositore di Les blessures assassines,select  ?o    {    <http://dbpedia.org/resource/Murderous_Maids> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196003,il compositore di The Life of General Villa,select  ?o    {    <http://dbpedia.org/resource/The_Life_of_General_Villa> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196004,il compositore di The Moment After 2 - Ritorno alla vita,select  ?o    {    <http://dbpedia.org/resource/The_Moment_After_2:_The_Awakening> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196005,il compositore di Il testamento di sua grazia,select  ?o    {    <http://dbpedia.org/resource/His_Lordship's_Last_Will> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196006,il compositore di Kūki ningyō,select  ?o    {    <http://dbpedia.org/resource/Air_Doll> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196007,il compositore di Tormented (film 2009),select  ?o    {    <http://dbpedia.org/resource/Tormented_(2009_British_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196008,il compositore di Splendore nell'erba (film 1981),select  ?o    {    <http://dbpedia.org/resource/Splendor_in_the_Grass_(1981_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196009,il compositore di Karin figlia di Ingmar,select  ?o    {    <http://dbpedia.org/resource/Karin_Daughter_of_Ingmar> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196010,il compositore di Il traditore di Forte Alamo,select  ?o    {    <http://dbpedia.org/resource/The_Man_from_the_Alamo> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196011,il compositore di Spring Fever (film 2009),select  ?o    {    <http://dbpedia.org/resource/Spring_Fever_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196012,il compositore di Invasion of the Blood Farmers,select  ?o    {    <http://dbpedia.org/resource/Invasion_of_the_Blood_Farmers> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196013,il compositore di Delitto d'amore,select  ?o    {    <http://dbpedia.org/resource/Somewhere_Beyond_Love> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196014,il compositore di Milarepa (film 1974),select  ?o    {    <http://dbpedia.org/resource/Milarepa_(1974_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196015,il compositore di Il mediatore,select  ?o    {    <http://dbpedia.org/resource/The_Nickel_Ride> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196016,il compositore di I violini del ballo,select  ?o    {    <http://dbpedia.org/resource/Violins_at_the_Ball> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196017,il compositore di Anche gli uccelli e le api lo fanno,"select  ?o    {    <http://dbpedia.org/resource/Birds_Do_It,_Bees_Do_It> <http://dbpedia.org/ontology/musicComposer>  ?o    }",,no answer found,NPP
196018,il compositore di Ce cher Victor,select  ?o    {    <http://dbpedia.org/resource/Cher_Victor> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196019,il compositore di Living with the Dead,select  ?o    {    <http://dbpedia.org/resource/Living_with_the_Dead_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196020,il compositore di Storia di un peccato,select  ?o    {    <http://dbpedia.org/resource/The_Story_of_Sin> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196021,il compositore di L'incredibile avventura,select  ?o    {    <http://dbpedia.org/resource/The_Incredible_Journey_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196022,il compositore di The Eclipse,select  ?o    {    <http://dbpedia.org/resource/The_Eclipse_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196023,il compositore di Le avventure di Capitan Blood,select  ?o    {    <http://dbpedia.org/resource/Fortunes_of_Captain_Blood> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196024,il compositore di Marika degli inferni,select  ?o    {    <http://dbpedia.org/resource/Mariken_van_Nieumeghen_(1974_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196025,il compositore di 500 Person Sex,select  ?o    {    <http://dbpedia.org/resource/500_Person_Sex> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196026,il compositore di Testa o croce (film 1961),select  ?o    {    <http://dbpedia.org/resource/The_George_Raft_Story> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196027,il compositore di Novantadue gradi all'ombra,select  ?o    {    <http://dbpedia.org/resource/92_in_the_Shade> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196028,il compositore di Hanno combattuto per la patria,select  ?o    {    <http://dbpedia.org/resource/They_Fought_for_Their_Country> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196029,il compositore di Donna d'estate,select  ?o    {    <http://dbpedia.org/resource/The_Stripper_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196030,il compositore di Se mi amate...,select  ?o    {    <http://dbpedia.org/resource/Critical_Care_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196031,il compositore di La caccia a Gollum,select  ?o    {    <http://dbpedia.org/resource/The_Hunt_for_Gollum> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196032,il compositore di St.Trinian's 2 - La leggenda del tesoro segreto,select  ?o    {    <http://dbpedia.org/resource/St_Trinian's_2:_The_Legend_of_Fritton's_Gold> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196033,il compositore di Pippi Calzelunghe e i pirati di Taka-tuka,select  ?o    {    <http://dbpedia.org/resource/Pippi_in_the_South_Seas_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196034,il compositore di Quella strega di Pippi Calzelunghe,select  ?o    {    <http://dbpedia.org/resource/Pippi_on_the_Run> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196035,il compositore di Wall Street - Il denaro non dorme mai,select  ?o    {    <http://dbpedia.org/resource/Wall_Street:_Money_Never_Sleeps> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196036,il compositore di Blackout (film 1997),select  ?o    {    <http://dbpedia.org/resource/The_Blackout_(1997_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196037,il compositore di Samson and Delilah (film 2009),select  ?o    {    <http://dbpedia.org/resource/Samson_and_Delilah_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196038,il compositore di Pray the Devil Back to Hell,select  ?o    {    <http://dbpedia.org/resource/Pray_the_Devil_Back_to_Hell> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196039,il compositore di Gli scherzi del denaro,select  ?o    {    <http://dbpedia.org/resource/The_Trouble_With_Money> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196040,il compositore di Pygmalion (film 1937),select  ?o    {    <http://dbpedia.org/resource/Pygmalion_(1937_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196041,il compositore di Rembrandt (film 1940),select  ?o    {    <http://dbpedia.org/resource/Rembrandt_(1940_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196042,il compositore di Il dottor Pulder coltiva papaveri,select  ?o    {    <http://dbpedia.org/resource/Dokter_Pulder_zaait_papavers> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196043,il compositore di Rembrandt fecit 1669,select  ?o    {    <http://dbpedia.org/resource/Rembrandt_fecit_1669> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196044,il compositore di Il giardino delle illusioni,select  ?o    {    <http://dbpedia.org/resource/The_Illusionist_(1983_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196045,il compositore di Un drago un orso ed altri animali,select  ?o    {    <http://dbpedia.org/resource/The_Dragon_That_Wasn't_(Or_Was_He%3F)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196046,il compositore di L'olandese volante (film),select  ?o    {    <http://dbpedia.org/resource/The_Flying_Dutchman_(1995_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196047,il compositore di Zusje,select  ?o    {    <http://dbpedia.org/resource/Little_Sister_(1995_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196048,il compositore di Tot ziens,select  ?o    {    <http://dbpedia.org/resource/Goodbye_(1995_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196049,il compositore di ...e l'uomo creò Satana,select  ?o    {    <http://dbpedia.org/resource/Inherit_the_Wind_(1960_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196050,il compositore di Trilogia del Cornetto,select  ?o    {    <http://dbpedia.org/resource/Three_Flavours_Cornetto_trilogy> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196051,il compositore di La legge del mitra,select  ?o    {    <http://dbpedia.org/resource/Machine-Gun_Kelly_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196052,il compositore di Una giovane vedova,select  ?o    {    <http://dbpedia.org/resource/Young_Widow> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196053,il compositore di Bodyguards and Assassins,select  ?o    {    <http://dbpedia.org/resource/Bodyguards_and_Assassins> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196054,il compositore di La donna misteriosa,select  ?o    {    <http://dbpedia.org/resource/The_Mysterious_Lady> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196055,il compositore di Siesta (film),select  ?o    {    <http://dbpedia.org/resource/Siesta_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196056,il compositore di Arcobaleno (film 1944),select  ?o    {    <http://dbpedia.org/resource/Rainbow_(1944_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196057,il compositore di Elettra amore mio,"select  ?o    {    <http://dbpedia.org/resource/Electra,_My_Love> <http://dbpedia.org/ontology/musicComposer>  ?o    }",,no answer found,NPP
196058,il compositore di Yuppi du (film),select  ?o    {    <http://dbpedia.org/resource/Yuppi_du> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196059,il compositore di Vincere,select  ?o    {    <http://dbpedia.org/resource/Vincere> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196060,il compositore di Seulpeumboda deo seulpeun i-yagi,select  ?o    {    <http://dbpedia.org/resource/More_than_Blue> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196061,il compositore di Home (film 2009),select  ?o    {    <http://dbpedia.org/resource/Home_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196062,il compositore di Il traditore dei mari,select  ?o    {    <http://dbpedia.org/resource/Tampico_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196063,il compositore di Sonyeon sonyeon-eul mannada,select  ?o    {    <http://dbpedia.org/resource/Boy_Meets_Boy_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196064,il compositore di Déryné hol van?,select  ?o    {    <http://dbpedia.org/resource/Mrs._Dery_Where_Are_You%3F> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196065,il compositore di London Boulevard,select  ?o    {    <http://dbpedia.org/resource/London_Boulevard> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196066,il compositore di L'uomo della Torre Eiffel,select  ?o    {    <http://dbpedia.org/resource/The_Man_on_the_Eiffel_Tower> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
196067,il compositore di Natalee Holloway (film),select  ?o    {    <http://dbpedia.org/resource/Natalee_Holloway_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
